675.50, 215.06, 15
6959.75, 216.27, 15
6999.25, 124.08, 0
821.00, 224.94, 15
847.75, 226.08, 15
873.00, 227.34, 15
902.75, 228.50, 15
933.50, 229.78, 15
11983.50, 231.05, 15
4016.50, 239.55, 15
975.50, 61.67, 15
3855.50, 130.17, 31
4026.25, 256.77, 15
3760.00, 263.19, 15
4562.50, 270.80, 15
4582.50, 272.06, 15
448.50, 275.81, 14
36.00, 155.33, 0
3976.00, 284.75, 8
11072.50, 0.80, 0
5216.75, 296.19, 15
0.00, 307.75, 0
9930.25, 5.02, 0
4518.00, 311.58, 0
128.00, 316.69, 0
13248.50, 323.06, 0
6475.50, 324.22, 10
42.00, 299.06, 30
9674.50, 261.94, 11
5708.50, 342.12, 12
3200.00, 1.38, 30
7788.75, 353.70, 12
3751.00, 354.97, 13
7765.75, 0.09, 12
4172.50, 3.92, 13
0.00, 18.16, 0
7233.75, 11.62, 13
6886.00, 12.92, 12
6444.50, 14.22, 13
6607.50, 193.50, 15
5540.00, 18.08, 15
5301.25, 19.39, 15
10447.50, 150.67, 15
4503.75, 24.55, 15
4352.25, 25.86, 15
4245.00, 27.12, 15
4107.00, 28.42, 15
3975.00, 29.70, 15
3893.75, 31.02, 15
3895.25, 33.56, 15
3703.00, 40.00, 15
3578.25, 46.42, 15
0.00, 56.56, 0
1892.25, 57.84, 0
12495.50, 82.86, 15
10191.50, 80.44, 7
2519.00, 65.80, 15
2504.75, 67.08, 15
2484.75, 68.36, 15
2454.25, 70.92, 15
3977.50, 2.20, 15
10959.50, 75.86, 9
1730.50, 81.39, 15
1749.50, 82.69, 15
1981.25, 83.80, 15
1870.00, 85.11, 15
2807.25, 124.45, 15
2846.75, 124.22, 11
8686.25, 100.42, 15
8911.50, 47.62, 15
3595.25, 111.02, 15
1019.75, 118.97, 15
956.75, 120.31, 15
13391.50, 122.92, 15
4104.25, 27.56, 15
5967.50, 132.14, 15
3970.75, 138.77, 15
696.25, 142.72, 15
685.25, 143.88, 15
564.50, 145.64, 15
557.50, 147.06, 15
549.75, 148.42, 15
543.25, 149.52, 15
538.50, 151.03, 15
533.75, 152.20, 15
525.75, 154.77, 15
519.00, 156.19, 15
515.25, 158.77, 15
512.00, 160.17, 15
510.75, 161.30, 15
508.25, 162.55, 15
505.50, 163.91, 15
504.25, 165.11, 15
503.25, 166.58, 15
4017.75, 171.75, 15
5698.75, 124.05, 49
4013.75, 124.05, 50
501.75, 181.81, 15
501.25, 183.08, 15
503.50, 184.42, 15
10191.50, 16.61, 15
538.00, 195.84, 15
557.75, 199.62, 15
565.50, 200.81, 15
572.00, 201.94, 15
580.25, 203.12, 15
587.00, 204.41, 15
595.00, 205.67, 15
601.75, 206.94, 15
609.75, 208.17, 15
616.50, 209.56, 15
627.00, 210.83, 15
636.25, 211.84, 15
646.25, 213.19, 15
657.75, 214.45, 15
670.50, 215.75, 15
3136.75, 223.11, 15
812.50, 225.48, 15
463.50, 226.77, 15
914.25, 231.77, 28
1103.50, 31.64, 15
5583.50, 240.25, 15
1589.25, 245.16, 5
6223.50, 58.50, 15
2949.75, 251.09, 9
3875.25, 259.91, 15
6735.50, 266.27, 10
8684.25, 141.95, 33
145.75, 92.55, 48
0.00, 286.59, 0
0.00, 289.14, 0
2211.75, 282.73, 10
4789.50, 287.83, 15
9537.75, 5.09, 15
5839.50, 159.88, 0
5258.75, 297.95, 15
0.00, 306.97, 0
5753.25, 300.50, 7
0.00, 310.80, 0
6156.25, 312.06, 0
9536.50, 306.86, 8
10353.25, 4.98, 0
0.00, 326.08, 0
0.00, 332.48, 0
8972.00, 327.20, 9
11584.50, 331.03, 11
4300.50, 339.97, 11
8302.25, 346.31, 10
8302.25, 347.58, 10
8172.50, 348.86, 9
8236.75, 350.14, 11
8308.75, 355.23, 10
8256.25, 356.50, 11
0.00, 9.41, 0
8450.00, 2.86, 12
8402.25, 4.14, 12
0.00, 13.22, 0
6683.50, 14.38, 11
6163.50, 15.69, 15
6060.00, 16.95, 15
5684.50, 18.23, 15
5456.25, 19.52, 15
5227.00, 20.83, 15
5583.50, 148.08, 15
4322.00, 27.23, 15
4195.75, 28.53, 15
4054.75, 29.81, 15
3934.75, 31.09, 15
3990.00, 33.67, 15
3939.00, 37.47, 15
1280.25, 124.47, 15
3503.25, 43.86, 15
3537.25, 46.41, 15
16071.75, 80.19, 7
2535.50, 64.38, 15
7887.50, 65.67, 15
6479.50, 77.31, 8
3984.75, 73.31, 15
0.00, 87.09, 15
0.00, 88.38, 15
1904.25, 82.38, 15
1839.25, 83.62, 15
4030.50, 84.92, 15
1911.75, 96.22, 46
3243.75, 124.84, 15
1867.50, 102.70, 15
1738.50, 103.97, 15
1194.00, 113.23, 15
1153.75, 114.53, 15
1114.25, 115.91, 15
1074.50, 117.23, 15
3836.25, 124.53, 15
7505.25, 22.86, 15
9423.50, 141.95, 15
535.75, 151.56, 15
4928.75, 152.95, 15
516.25, 158.11, 15
3968.25, 159.47, 15
3969.75, 457.94, 15
500.25, 165.73, 15
498.75, 167.12, 15
497.00, 168.39, 15
496.50, 169.75, 15
496.25, 170.98, 15
495.00, 172.05, 15
6607.50, 15.31, 15
12054.00, 362.05, 47
496.25, 178.58, 15
5797.75, 124.05, 15
498.50, 182.33, 15
501.50, 183.59, 15
506.25, 184.97, 15
14159.50, 187.47, 15
2968.00, 16.08, 23
463.50, 17.45, 15
548.25, 197.28, 15
553.75, 198.53, 15
560.25, 199.84, 15
567.25, 201.03, 15
